the_geom,Longitude,Latitude,Agent Key,key,Name,Address,City,State,Zip,Outlet Type,Status,Phone,Directions,GlobalID,ObjectID
POINT (-75.507994165276 40.413085026758),-75.50799417,40.41308503,50,"1,474",WAL MART 3810,620-A GRAVEL PIKE,EAST GREENVILLE,PA,18041,D,-1,2156792782,"http://maps.google.com/maps?q=40.41308503,-75.50799417",{772538F1-EE19-4E60-A856-5B644F8F4B0C},"16,188"
POINT (-75.024075920446 40.085154761323),-75.02407592,40.08515476,50,269,WAL MART 5130,9745 ROOSEVELT BLVD A,PHILADELPHIA,PA,19114,D,-1,2156980350,"http://maps.google.com/maps?q=40.08515476,-75.02407592",{F91CF44B-C8EC-422F-8DC4-E23AF75ADAAF},"16,243"
POINT (-74.905354017338 40.08675800901),-74.90535402,40.08675801,356,891,JOHNSTON AUTO PARTS,715 STATE RD,CROYDON,PA,19021,D,-1,2157888448,"http://maps.google.com/maps?q=40.08675801,-74.90535402",{68AA7B3C-B450-4EEE-8B6C-385B2AD88945},"16,406"
POINT (-75.273622082597 40.251857747462),-75.27362208,40.25185775,,,AAA EAST CENTRAL LANSDALE,1250 N BROAD ST,LANSDALE,PA,19446-1106,F,-1,2158558600,"http://maps.google.com/maps?q=40.25185775,-75.27362208",{B53632F2-D0C4-4B67-91C6-472084278D71},"20,707"
POINT (-75.170718246814 40.082889748921),-75.17071825,40.08288975,50,277,WAL MART 5229,1000 EASTON ROAD SUITE 200,WYNCOTE,PA,19095,D,-1,2158876737,"http://maps.google.com/maps?q=40.08288975,-75.17071825",{51E53F49-22AD-423E-AB3E-734D51330B99},"16,301"
POINT (-74.780981014899 40.20551088967),-74.78098101,40.20551089,,"5,584",MEGA PAWN,334 W BRIDGE ST,MORRISVILLE,PA,19067,G,-1,2159320607,"http://maps.google.com/maps?q=40.20551089,-74.78098101",{46F5B2F6-BBE4-4A80-84B9-55B929B4009B},"21,400"
POINT (-74.965361703795 40.13658498688),-74.9653617,40.13658499,50,271,WAL MART 5131,3461 HORIZON BLVD,BENSALEM,PA,19053,D,-1,2159424005,"http://maps.google.com/maps?q=40.13658499,-74.9653617",{935376B6-7C33-47C2-A5F5-CD124C556342},"16,167"
POINT (-74.869377121725 40.185781930303),-74.86937712,40.18578193,697,"1,476",DICKS SPORTING GOODS 81,150 COMMERCE BLVD.,FAIRLESS HILLS,PA,19030,D,-1,2159468750,"http://maps.google.com/maps?q=40.18578193,-74.86937712",{822B5C35-F89C-416F-AA13-03C3303A5BF6},"16,516"
POINT (-74.82045813583 40.142620117134),-74.82045814,40.14262012,50,313,WAL MART 2068,180 LEVITTOWN CTR,LEVITTOWN,PA,19055,D,-1,2159496600,"http://maps.google.com/maps?q=40.14262012,-74.82045814",{96A78E25-8A54-495B-A13B-AD036AFAD373},"16,222"
POINT (-75.266547899142 40.288200963682),-75.2665479,40.28820096,50,215,WAL MART 2445,1515 BETHLEHEM PIKE,HATFIELD,PA,19440,D,-1,2159972929,"http://maps.google.com/maps?q=40.28820096,-75.2665479",{5E139289-092D-46C4-AB4A-44D206A76BB1},"16,208"
POINT (-79.810948999929 41.40426300019),-79.810949,41.404263,,"5,427",FRANKLIN RURAL KING SUPPLY,491 ALLEGHENY BLVD,FRANKLIN,PA,16323,D,-1,2172357102,"http://maps.google.com/maps?q=41.404263,-79.810949",{B79C3C21-49E1-4D00-A9B3-D33B545B3CD2},"18,046"
POINT (-76.223432039924 40.785092861984),-76.22343204,40.78509286,662,"1,226",THE TACKLE BOX,102 MOREA ROAD,FRACKVILLE,PA,17931,F,-1,2185981335,"http://maps.google.com/maps?q=40.78509286,-76.22343204",{26DA2F21-B4B3-4089-A98F-452B4C0BF954},"16,932"
POINT (-77.650309000716 39.914476998883),-77.650309,39.914477,,"5,542",CHAMBERSBURG RURAL KING,1005 WAYNE AVE,CHAMBERSBURG,PA,17201,D,-1,2232203346,"http://maps.google.com/maps?q=39.914477,-77.650309",{F08E29CA-984A-4C73-8442-27E3B9476DE2},"18,150"
POINT (-76.993327999645 39.820044000146),-76.993328,39.820044,,"5,428",HANOVER RURAL KING SUPPLY,1155 CARLISLE ST,HANOVER,PA,17331,D,-1,2234004213,"http://maps.google.com/maps?q=39.820044,-76.993328",{4107E9D5-D507-4A13-AF95-69371EDD3DCD},"18,045"
POINT (-76.129714533442 41.292679115243),-76.12971453,41.29267912,39,513,PFBC NORTHEAST REGION,5566 MAIN ROAD,SWEET VALLEY,PA,18656,F,-1,2281594771,"http://maps.google.com/maps?q=41.29267912,-76.12971453",{062EAEF9-CADB-411C-8B9C-0108089ED608},"16,884"
POINT (-79.768064464921 40.216669280324),-79.76806446,40.21666928,734,"1,312",YOUGHIOGHENY CANOE OUTFITTERS,226 1/2 COLLINSBURG RD,WEST NEWTON,PA,15089,F,-1,2433322432,"http://maps.google.com/maps?q=40.21666928,-79.76806446",{8B83290A-6304-40C6-B79C-BDE276BDB658},"16,943"
POINT (-78.646417448659 39.830985792686),-78.64641745,39.83098579,"5,646","5,646","4329 BEDFORD VALLEY, LLC",4341 BEDFORD VALLEY ROAD,BEDFORD,PA,15522,G,-1,2453909495,"http://maps.google.com/maps?q=39.83098579,-78.64641745",{890AF9C8-94E0-4EA0-90D5-BBC97A41C29A},"23,567"
POINT (-78.720340011917 40.870649980348),-78.72034001,40.87064998,,"5,593",ARROW HARDWARE AND SUPPLY,113 E MAIN ST,MAHAFFEY,PA,15757,D,-1,2580342931,"http://maps.google.com/maps?q=40.87064998,-78.72034001",{62838392-BD25-4DCC-98D7-22F74A673BD0},"21,409"
POINT (-74.925672541829 41.277616384877),-74.92567254,41.27761638,"1,054","1,842",INDEPENDENCE HOME CENTER,1543 RTE 739,DINGMANS FERRY,PA,18328,F,-1,2641395180,"http://maps.google.com/maps?q=41.27761638,-74.92567254",{602B17C2-73A1-4582-BBF6-34DE33857BC9},"16,851"
POINT (-75.333645001785 40.32359399829),-75.333645,40.323594,,"5,539",DB FIREARMS,261 W BROAD ST,TELFORD,PA,18969,G,-1,2674165252,"http://maps.google.com/maps?q=40.323594,-75.333645",{B483FB51-9400-45EF-A833-5501A311FB6C},"18,151"
POINT (-74.989878684429 41.486382523058),-74.98987868,41.48638252,,"5,576",TWO RIVER ANGLERS LLC,106 SCENIC DR,LACKAWAXEN,PA,18435,D,-1,2728109315,"http://maps.google.com/maps?q=41.48638252,-74.98987868",{D75B229C-C4A8-4BC2-AA28-9F3F53774DD2},"21,387"
POINT (-76.889036437429 40.086684076125),-76.88903644,40.08668408,"1,329","2,201",HAWGHEAD MARINE AND TACKLE,2215 ROSSTOWN RD,WELLSVILLE,PA,17365,F,-1,2775776200,"http://maps.google.com/maps?q=40.08668408,-76.88903644",{16CDB74D-BD95-43CB-89A7-7023D418F5DE},"16,848"
POINT (-76.973549728254 39.804684235322),-76.97354973,39.80468424,99,552,B AND B LURES,232 FACTORY ST,HANOVER,PA,17331,F,-1,2801827291,"http://maps.google.com/maps?q=39.80468424,-76.97354973",{B4007C7F-798F-4904-A5F6-4C29E82D32F9},"16,821"
POINT (-76.945798583527 41.781700143276),-76.94579858,41.78170014,,"5,572",KT BACK ROAD ARMS,336 TICE RD,MAINESBURG,PA,16932,G,-1,2807979488,"http://maps.google.com/maps?q=41.78170014,-76.94579858",{B6C89713-93D3-45F6-ADB1-67D66DAC0A4B},"21,381"
POINT (-75.845469348932 40.661056384826),-75.84546935,40.66105638,"1,278","2,133",WANAMAKERS GENERAL STORE,8888 KINGS HWY,KEMPTON,PA,19529,F,-1,2820918940,"http://maps.google.com/maps?q=40.66105638,-75.84546935",{F798CCA9-D84B-486E-AF7E-39CEA7885F00},"16,937"
POINT (-80.597505106825 40.060278865024),-80.59750511,40.06027887,263,641,CABELAS WV,ONE CABELA DRIVE,TRIADELPHIA,WV,26059,D,-1,3042380120,"http://maps.google.com/maps?q=40.06027887,-80.59750511",{6060D631-5D88-4412-8AB6-325B4C963DCA},"16,747"
POINT (-78.679089611226 41.52323663623),-78.67908961,41.52323664,"1,100","1,913",BIONDIS FEEDS NEEDS,2082 OLD STATE RD,JOHNSONBURG,PA,15845,F,-1,3067576400,"http://maps.google.com/maps?q=41.52323664,-78.67908961",{5E606880-53A6-4A85-9293-24549BFBD633},"16,828"
POINT (-80.148181270149 40.517152782984),-80.14818127,40.51715278,338,870,ISLAND FIREARMS INC,7500 GRAND AVE,PITTSBURGH,PA,15225,F,-1,3094991033,"http://maps.google.com/maps?q=40.51715278,-80.14818127",{568817BA-F1FE-43D7-A140-2706F7DAD1E9},"16,853"
POINT (-78.56098568166 41.420168081724),-78.56098568,41.42016808,"1,249","2,098",ON THE SPOT NOTARY REG SERV,572B S SAINT MARYS ST,SAINT MARYS,PA,15857,F,-1,3222543592,"http://maps.google.com/maps?q=41.42016808,-78.56098568",{2175BC34-6038-4F4E-B90A-3CD0275CEFB3},"16,878"
POINT (-77.649919766093 41.733866766734),-77.64991977,41.73386677,,"5,557",NORTH CENTRAL SUPPLY,25 WEST STREET,GALETON,PA,16922,D,-1,3256847003,"http://maps.google.com/maps?q=41.73386677,-77.64991977",{C633BEEB-B8CC-4A31-A8E7-EA8D04BD9A18},"21,384"
POINT (-79.187577699849 40.211203000107),-79.1875777,40.211203,550,"1,116",ROLLING ROCK CLUB,167 CLUBHOUSE LANE,Laughlintown,PA,15655,F,-1,3283753964,"http://maps.google.com/maps?q=40.211203,-79.1875777",{EDBE36DE-33BF-4670-A14C-2D60894840B1},"16,902"
POINT (-80.63164313039 41.025961378988),-80.63164313,41.02596138,"1,176","2,004",FIN FEATHER FUR OUTFITTERS,1138 BOARDMAN POLAND RD,YOUNGSTOWN,OH,44514,D,-1,3307291300,"http://maps.google.com/maps?q=41.02596138,-80.63164313",{DDC68F28-E974-47F1-A681-76DC06FE034E},"16,722"
POINT (-80.519620499752 41.310972000026),-80.5196205,41.310972,"1,052","1,839",FIVE POINTS COUNTRY MART,8430 STATE ROUTE 305,BURGHILL,OH,44404,F,-1,3307723410,"http://maps.google.com/maps?q=41.310972,-80.5196205",{115AABB0-AD55-40B5-88AE-625953A334BC},"16,850"
POINT (-80.741417880642 41.211137563903),-80.74141788,41.21113756,"5,602",,BASS PRO SHOPS OUTDOOR WORLD,2390 NILES CORTLAND RD SE,WARREN,OHIO,44484-3000,D,-1,3309897600,"http://maps.google.com/maps?q=41.21113756,-80.74141788",{834B0B13-F15F-4B77-A64C-8425298FD73F},"21,438"
POINT (-79.425694170838 40.283744480102),-79.42569417,40.28374448,,"5,575",PETE'S FIREARMS,4339 U.S. 30,LATROBE,PA,15650,D,-1,3358436976,"http://maps.google.com/maps?q=40.28374448,-79.42569417",{DC402D97-2907-42C5-A6A6-CDCD859B0EA1},"21,385"
POINT (-78.28496489158 41.817491403213),-78.28496489,41.8174914,"1,059","1,847",BURLESONS TRUE VALUE,512 N MAIN ST,PORT ALLEGANY,PA,16743,F,-1,3496389004,"http://maps.google.com/maps?q=41.8174914,-78.28496489",{4A3D9838-CBDE-46B9-B4A3-512E6E9946D1},"16,831"
POINT (-79.032362984287 40.160989382141),-79.03236298,40.16098938,143,612,BOSWELL PRESCRIPTION CENTER,210 OHIO ST,BOSWELL,PA,15531,F,-1,3552673901,"http://maps.google.com/maps?q=40.16098938,-79.03236298",{B3A13F9A-A2FE-4AA3-96C1-740B72D40361},"16,825"
POINT (-78.43812642222 41.022836999928),-78.43812642,41.022837,350,884,JIMS SPORT CENTER INC,26 N SECOND STREET,CLEARFIELD,PA,16830,F,-1,3593244628,"http://maps.google.com/maps?q=41.022837,-78.43812642",{03175CFA-8DC3-4F2B-BAE7-2D026F712509},"16,856"
POINT (-75.054393000375 40.021532999699),-75.054393,40.021533,606,"1,168",SPORT MASTER,6301 DITMAN ST,PHILADELPHIA,PA,19135,F,-1,3786346090,"http://maps.google.com/maps?q=40.021533,-75.054393",{F13A3284-1662-4471-A3D2-AD9B1EBC1016},"16,914"
POINT (-79.901408987917 40.272656188766),-79.90140899,40.27265619,576,"1,140",SHADLURE TACKLE,3067 SCOTIA HOLLOW RD S,W ELIZABETH,PA,15088,F,-1,3810366135,"http://maps.google.com/maps?q=40.27265619,-79.90140899",{A8A893BF-B189-4FE7-8456-6959218DD56F},"16,912"
POINT (-75.60258555646 41.946329204808),-75.60258556,41.9463292,,"5,668",Rae's Reels and Rifles,1344 Main Street,Susquehanna,PA,18847,G,-1,3834231139,"https://www.google.com/maps/dir//41.9463292,-75.60258556/",{E8F8646C-68B1-445B-8679-EA196AD401F3},"23,653"
POINT (-76.371472513183 40.572047289841),-76.37147251,40.57204729,79,524,A AND A BAIT SHOP,337 SWEET ARROW LAKE RD,PINE GROVE,PA,17963,F,-1,3895822147,"http://maps.google.com/maps?q=40.57204729,-76.37147251",{84F01A9F-B1A3-4C2F-81AC-14D0537AE4EB},"16,816"
POINT (-78.020037598167 41.529437015251),-78.0200376,41.52943702,714,"1,293",WHARTON GENERAL STORE,27 EAST FORK ROAD,AUSTIN,PA,16720,F,-1,3912330994,"http://maps.google.com/maps?q=41.52943702,-78.0200376",{04FCB60F-AB8E-4201-9F27-3B7E543330A5},"16,944"
POINT (-77.769206337612 40.88672840297),-77.76920634,40.8867284,37,"2,129",PFBC CRO,595 E ROLLING RIDGE DR,BELLEFONTE,PA,16823,F,-1,4080883965,"http://maps.google.com/maps?q=40.8867284,-77.76920634",{C04F0B3D-18F1-4D0B-89DE-6CDB2197BA98},"16,882"
POINT (-80.01828514956 40.489636797957),-80.01828515,40.4896368,,,FISH ON BAIT AND TACKLE,3868 BAYTREE ST,PITTSBURGH,PA,15214,F,-1,4122287742,"http://maps.google.com/maps?q=40.4896368,-80.01828515",{02F7D598-580E-4AD4-8579-297B3B940812},"20,710"
POINT (-80.10835393831 40.36632747357),-80.10835394,40.36632747,"1,072","1,861",DUNHAM'S SPORTS 34,1025 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,D,-1,4122579100,"http://maps.google.com/maps?q=40.36632747,-80.10835394",{D9262006-2A50-4389-B45E-ADC7A7C7BD71},"16,638"
POINT (-79.193781782307 40.600741146214),-79.19378178,40.60074115,50,205,WAL MART 2318,3100 OAKLAND AVENUE,INDIANA,PA,15701,D,-1,4123493565,"http://maps.google.com/maps?q=40.60074115,-79.19378178",{7BA40ACF-09BB-4819-B5E0-797B07AF77CA},"15,903"
POINT (-79.996883995252 40.439112767697),-79.996884,40.43911277,88,540,ALLEGHENY COUNTY TREASURER,436 GRANT ST RM 108 COURTHOUSE,PITTSBURGH,PA,15219,D,-1,4123504120,"http://maps.google.com/maps?q=40.43911277,-79.996884",{209C6A9F-A5FC-4414-8BDC-AFB6218BA903},"16,306"
POINT (-80.01944132984 40.551097834075),-80.01944133,40.55109783,"1,072","1,872",DUNHAM'S SPORTS 145,8070 MCKNIGHT RD,PITTSBURGH,PA,15237,D,-1,4123640315,"http://maps.google.com/maps?q=40.55109783,-80.01944133",{94EB5FD8-8D40-409E-8A8B-8D65CCCC88D0},"16,652"
POINT (-79.927844842762 40.460069558887),-79.92784484,40.46006956,,,AAA EAST CENTRAL E LIBERTY,5900 BAUM BLVD,PITTSBURGH,PA,15206-3803,F,-1,4123657196,"http://maps.google.com/maps?q=40.46006956,-79.92784484",{E15DA4F8-3C5E-4B4E-AA00-69C3718FF329},"20,682"
POINT (-80.005283774063 40.523443092015),-80.00528377,40.52344309,,,AAA EAST CENTRAL NORTH HLS,4790 MCKNIGHT RD,PITTSBURGH,PA,15237-3426,F,-1,4123677600,"http://maps.google.com/maps?q=40.52344309,-80.00528377",{1E27F1FC-3464-4FE6-BCD9-6617F933A427},"20,706"
POINT (-80.093158890363 40.384476754242),-80.09315889,40.38447675,50,265,WAL MART 5040,2200 WASHINGTON PIKE,CARNEGIE,PA,15106,D,-1,4124291285,"http://maps.google.com/maps?q=40.38447675,-80.09315889",{D7915FB4-DBBD-49D0-9E88-596D29577717},"16,175"
POINT (-79.755960877396 39.914556724249),-79.75596088,39.91455672,50,163,WAL MART 2019,355 WALMART DRIVE,UNIONTOWN,PA,15401,D,-1,4124383344,"http://maps.google.com/maps?q=39.91455672,-79.75596088",{FA9BF95E-1198-427D-BEF4-516A8AD9ACE8},"15,907"
POINT (-79.911028188403 40.412065557119),-79.91102819,40.41206556,697,743,DICKS SPORTING GOODS 129,350 EAST WATERFRONT DRIVE,HOMESTEAD,PA,15120,D,-1,4124769940,"http://maps.google.com/maps?q=40.41206556,-79.91102819",{D445BDAF-2C1C-4A6F-A037-6A5C3DC8785A},"16,521"
POINT (-79.519122788108 40.592592111847),-79.51912279,40.59259211,567,"1,134",SCHULTZ SPORTSMENS,1146 ROUTE 56 EAST,APOLLO,PA,15613,D,-1,4124782538,"http://maps.google.com/maps?q=40.59259211,-79.51912279",{53A64672-CB48-4880-A621-2FECCCB6B789},"16,476"
POINT (-80.020234284419 40.570509840406),-80.02023428,40.57050984,697,745,DICKS SPORTING GOODS 1142,830 PROVIDENCE BLVD,PITTSBURGH,PA,15237,D,-1,4125480012,"http://maps.google.com/maps?q=40.57050984,-80.02023428",{4591E292-8975-4521-8CED-CF7317CE2E3D},"16,528"
POINT (-79.947709459319 40.345538408697),-79.94770946,40.34553841,"1,072","1,863",DUNHAM'S SPORTS 48,2315 MOUNTAIN VIEW DR,WEST MIFFLIN,PA,15122,D,-1,4126550499,"http://maps.google.com/maps?q=40.34553841,-79.94770946",{6C0887D0-CE94-4453-8FD1-2D52D6BF7CE8},"16,654"
POINT (-79.945982612577 40.342764971966),-79.94598261,40.34276497,50,199,WAL MART 2281,2351 CENTURY DR,WEST MIFFLIN,PA,15122,D,-1,4126553404,"http://maps.google.com/maps?q=40.34276497,-79.94598261",{F58C0227-06E8-4B22-AE36-2508C6174FD5},"15,909"
